stratum,class,comment,summary,Expand,rational,deprecation,usage,exception,todo,Incomplete,Commentedcode,directive,formatter,License,Ownership,Pointer,Autogenerated,Noise,Warning,Recommendation,Precondition,CodingGuidelines,Extension,Subclassexplnation,Observation
1,ITestAzureNativeContractSeek.java,* Contract test.,Contract test,,,,,,,,,,,,,,,,,,,,,,
1,ITestCommitOperations.java,"* Test the low-level binding of the S3A FS to the magic commit mechanism,
* and handling of the commit operations.
* This is done with an inconsistent client.","* Test the low-level binding of the S3A FS to the magic commit mechanism, * and handling of the commit operations.",,,,This is done with an inconsistent client.,,,,,,,,,,,,,,,,,,
1,ITestListPerformance.java,* Test list performance.,Test list performance,,,,,,,,,,,,,,,,,,,,,,
1,ITestS3Select.java,"* Test the S3 Select feature with some basic SQL Commands.
* Executed if the destination store declares its support for the feature.",Test the S3 Select feature with some basic SQL Commands.,Executed if the destination store declares its support for the feature.,,,,,,,,,,,,,,,,,,,,,
1,ITestS3SelectCLI.java,"* Test the S3 Select CLI through some operations against landsat
* and files generated from it.",Test the S3 Select CLI through some operations against landsat * and files generated from it.,,,,,,,,,,,,,,,,,,,,,,
1,KerberosDelegationTokenAuthenticator.java,"* The <code>KerberosDelegationTokenAuthenticator</code> provides support for
* Kerberos SPNEGO authentication mechanism and support for Hadoop Delegation
* Token operations.
* <p>
* It falls back to the {@link PseudoDelegationTokenAuthenticator} if the HTTP
* endpoint does not trigger a SPNEGO authentication","The <code>KerberosDelegationTokenAuthenticator</code> provides support for
* Kerberos SPNEGO authentication mechanism and support for Hadoop Delegation
* Token operations.","It falls back to the {@link PseudoDelegationTokenAuthenticator} if the HTTP
* endpoint does not trigger a SPNEGO authentication",,,,,,,,,,,,"It falls back to the {@link PseudoDelegationTokenAuthenticator} if the HTTP
* endpoint does not trigger a SPNEGO authentication",,,,,,,,,
1,LocalizationStatusPBImpl.java,* PB Impl of {@link LocalizationStatus}.,PB Impl of {@link LocalizationStatus}.,,,,,,,,,,,,,PB Impl of {@link LocalizationStatus}.,,,,,,,,,
1,LocatedFileStatus.java,* This class defines a FileStatus that includes a file's block locations.,This class defines a FileStatus that includes a file's block locations,,,,,,,,,,,,,,,,,,,,,,
1,LoggedTask.java,"* A {@link LoggedTask} represents a [hadoop] task that is part of a hadoop job.
* It knows about the [pssibly empty] sequence of attempts, its I/O footprint,
* and its runtime.
* * All of the public methods are simply accessors for the instance variables we
* want to write out in the JSON files.
*",A {@link LoggedTask} represents a [hadoop] task that is part of a hadoop job.,"It knows about the [pssibly empty] sequence of attempts, its I/O footprint,
* and its runtime.",,,"All of the public methods are simply accessors for the instance variables we
* want to write out in the JSON files.
*",,,,,,,,,A {@link LoggedTask} represents a [hadoop] task that is part of a hadoop job.,,,,,,,,,
1,LogParserUtil.java,* Common utility functions for {@link LogParser}.,Common utility functions for {@link LogParser},,,,,,,,,,,,,Common utility functions for {@link LogParser},,,,,,,,,
1,LogWebService.java,* Support only ATSv2 client only.,,,,Support only ATSv2 client only,,,,,,,,,,,,,,,,,,,
1,LRUCacheHashMap.java,* LRU cache with a configurable maximum cache size and access order.,LRU cache with a configurable maximum cache size and access order.,LRU cache with a configurable maximum cache size and access order.,,,,,,,,,,,,,,,,,,,,,
1,MapContext.java,"* The context that is given to the {@link Mapper}.
* @param <KEYIN> the key input type to the Mapper
* @param <VALUEIN> the value input type to the Mapper
* @param <KEYOUT> the key output type from the Mapper
* @param <VALUEOUT> the value output type from the Mapper",The context that is given to the {@link Mapper}.,,,,"* @param <KEYIN> the key input type to the Mapper
* @param <VALUEIN> the value input type to the Mapper
* @param <KEYOUT> the key output type from the Mapper
* @param <VALUEOUT> the value output type from the Mapper",,,,,,,,,* The context that is given to the {@link Mapper}. * @param <KEYIN> the key input type to the Mapper * @param <VALUEIN> the value input type to the Mapper * @param <KEYOUT> the key output type from the Mapper * @param <VALUEOUT> the value output type from the Mapper,,,,,,,,,
1,MetaBlockAlreadyExists.java,* Exception - Meta Block with the same name already exists.,Exception - Meta Block with the same name already exists.,,,,,,,,,,,,,,,,,,,,,,
1,MetricsCache.java,"* A metrics cache for sinks that don't support sparse updates.
|
* Cached record",A metrics cache for sinks that don't support sparse updates. Context of the Queues in Scheduler.,Cached record,,,,,,,,,,,,,,,,,,,,,
1,NativeBatchProcessor.java,"* used to create channel, transfer data and command between Java and native",,,"used to create channel, transfer data and command between Java and native",,,,,,,,,,,,,,,,,,,,
1,NativeSingleLineParser.java,"* This sample parser will parse the sample log and extract the resource
* skyline.
* <p> The expected log format is: NormalizedJobName NumInstances SubmitTime
* StartTime EndTime JobInstanceName memUsage coreUsage","This sample parser will parse the sample log and extract the resource
* skyline.","<p> The expected log format is: NormalizedJobName NumInstances SubmitTime
* StartTime EndTime JobInstanceName memUsage coreUsage",,,,,,,,,,,,,,,,,,,,,
1,Nfs3Metrics.java,"* This class is for maintaining the various NFS gateway activity statistics and
* publishing them through the metrics interfaces.",This class is for maintaining the various NFS gateway activity statistics and * publishing them through the metrics interfaces.,,,,,,,,,,,,,,,,,,,,,,
1,Nfs3Status.java,* Success or error status is reported in NFS3 responses.,* Success or error status is reported in NFS3 responses.,,,,,,,,,,,,,,,,,,,,,,
1,Node2ObjectsMap.java,"* This data structure maintains the list of containers that is on a datanode.
* This information is built from the DN container reports.",This data structure maintains the list of containers that is on a datanode.,This information is built from the DN container reports.,,,,,,,,,,,,,,,,,,,,,
1,NodeUpdateType.java,"* <p>Taxonomy of the <code>NodeState</code> that a
* <code>Node</code> might transition into.</p>
*",<p>Taxonomy of the <code>NodeState</code> that a * <code>Node</code> might transition into.</p>,<p>Taxonomy of the <code>NodeState</code> that a * <code>Node</code> might transition into.</p>,,,,,,,,,,,,,,,,,,,,,
1,NullOutputFormat.java,* Consume all outputs and put them in /dev/null.,Consume all outputs and put them in /dev/null.,Consume all outputs and put them in /dev/null.,,,,,,,,,,,,,,,,,,,,,
1,OMNodeDetails.java,"* This class stores OM node details.
|
* Builder class for OMNodeDetails.","* This class stores OM node details.
|
* Builder class for OMNodeDetails.",,,,,,,,,,,,,* Builder class for OMNodeDetails.,,,,,,,,,
1,OpportunisticContainersStatusPBImpl.java,* Protocol Buffer implementation of OpportunisticContainersStatus.,Protocol Buffer implementation of OpportunisticContainersStatus,,,,,,,,,,,,,,,,,,,,,,
1,OzoneObj.java,"* Class representing an unique ozone object.
* |
* Ozone Objects supported for ACL.
|
* Ozone Objects supported for ACL.",Class representing an unique ozone object,Ozone Objects supported for ACL.,,,,,,,,,,,,,,,,,,,,,
1,Parser.java,A class for parsing outputs,A class for parsing outputs,,,,,,,,,,,,,,,,,,,,,,
1,PartialOutputCommitter.java,"* Interface for an {@link org.apache.hadoop.mapreduce.OutputCommitter}
* implementing partial commit of task output, as during preemption.","* Interface for an {@link org.apache.hadoop.mapreduce.OutputCommitter} * implementing partial commit of task output, as during preemption.",,,,,,,,,,,,,Interface for an {@link org.apache.hadoop.mapreduce.OutputCommitter},,,,,,,,,
1,PartitionResourcesInfo.java,* This class represents queue/user resource usage info for a given partition,This class represents queue/user resource usage info for a given partition,,This class represents queue/user resource usage info for a given partition,,,,,,,,,,,,,,,,,,,,
1,PlanningQuotaException.java,"* This exception is thrown if the user quota is exceed while accepting or
* updating a reservation.",This exception is thrown if the user quota is exceed while accepting or * updating a reservation.,,,,,,,,,,,,,,,,,,,,,,
1,ProcessIdFileReader.java,* Helper functionality to read the pid from a file.,Helper functionality to read the pid from a file.,,,,,,,,,,,,,,,,,,,,,,
1,QuasiMonteCarlo.java,"* A map/reduce program that estimates the value of Pi
* using a quasi-Monte Carlo (qMC) method.
* Arbitrary integrals can be approximated numerically by qMC methods.
* In this example,
* we use a qMC method to approximate the integral $I = \int_S f(x) dx$,
* where $S=[0,1)^2$ is a unit square,
* $x=(x_1,x_2)$ is a 2-dimensional point,
* and $f$ is a function describing the inscribed circle of the square $S$,
* $f(x)=1$ if $(2x_1-1)^2+(2x_2-1)^2 &lt;= 1$ and $f(x)=0$, otherwise.
* It is easy to see that Pi is equal to $4I$.
* So an approximation of Pi is obtained once $I$ is evaluated numerically.
* * There are better methods for computing Pi.
* We emphasize numerical approximation of arbitrary integrals in this example.
* For computing many digits of Pi, consider using bbp.
*
* The implementation is discussed below.
*
* Mapper:
* Generate points in a unit square
* and then count points inside/outside of the inscribed circle of the square.
*
* Reducer:
* Accumulate points inside/outside results from the mappers.
*
* Let numTotal = numInside + numOutside.
* The fraction numInside/numTotal is a rational approximation of
* the value (Area of the circle)/(Area of the square) = $I$,
* where the area of the inscribed circle is Pi/4
* and the area of unit square is 1.
* Finally, the estimated value of Pi is 4(numInside/numTotal). | 2-dimensional Halton sequence {H(i)},
* where H(i) is a 2-dimensional point and i >= 1 is the index.
* Halton sequence is used to generate sample points for Pi estimation. |
* Mapper class for Pi estimation.
* Generate points in a unit square
* and then count points inside/outside of the inscribed circle of the square.
|
* Reducer class for Pi estimation.
* Accumulate points inside/outside results from the mappers.",* A map/reduce program that estimates the value of Pi.,"using a quasi-Monte Carlo (qMC) method. Arbitrary integrals can be approximated numerically by qMC methods. * There are better methods for computing Pi.
* We emphasize numerical approximation of arbitrary integrals in this example.
* For computing many digits of Pi, consider using bbp.
*
* The implementation is discussed below.
*
* Mapper:
* Generate points in a unit square
* and then count points inside/outside of the inscribed circle of the square.
*
* Reducer:
* Accumulate points inside/outside results from the mappers. * Mapper class for Pi estimation.
* Generate points in a unit square
* and then count points inside/outside of the inscribed circle of the square.
|
* Reducer class for Pi estimation.
* Accumulate points inside/outside results from the mappers.",,,"In this example,
* we use a qMC method to approximate the integral $I = \int_S f(x) dx$,
* where $S=[0,1)^2$ is a unit square,
* $x=(x_1,x_2)$ is a 2-dimensional point,
* and $f$ is a function describing the inscribed circle of the square $S$,
* $f(x)=1$ if $(2x_1-1)^2+(2x_2-1)^2 &lt;= 1$ and $f(x)=0$, otherwise.
* It is easy to see that Pi is equal to $4I$.
* So an approximation of Pi is obtained once $I$ is evaluated numerically.
* * There are better methods for computing Pi.
* We emphasize numerical approximation of arbitrary integrals in this example.
* For computing many digits of Pi, consider using bbp.
*",,,,,,,,,"In this example,
* we use a qMC method to approximate the integral $I = \int_S f(x) dx$,",,,,"For computing many digits of Pi, consider using bbp.",,,,,
